Delay_from_due_date,Outstanding_Debt,Credit_Mix,Payment_of_Min_Amount,Num_Credit_Inquiries,Interest_Rate,Changed_Credit_Limit
0.44122223083824175,-0.3521828849999541,2,0,-0.7301681113570254,0.6210554021089366,0.2205442053090802
-1.538788995060272,-1.0658448674711725,1,0,-0.4708392341495689,-0.9822212366963492,-0.798401209986584
-1.0057090496260568,0.07379938764193641,2,0,-1.508154742979395,-0.6386619569523594,-0.11600245392860493
-0.4726291041918415,-0.5389562146669006,2,1,0.8258051518877135,-0.4096224371230328,0.5214200204800982
0.13660511916154733,-0.5305802170541623,2,1,0.30714739747280057,0.16297636245028352,0.12128620442791951
-0.7010919379493623,-1.1610426990746865,1,0,-0.9894969885644819,-1.325780516440339,-1.0837679625199208
0.593530786676589,2.048043821240671,0,1,1.3444629063026265,0.2774961223649468,2.7469705089873715
1.2789192879491513,1.5678926123647268,0,1,1.8631206607175395,2.224332040914222,1.3737981030470645
-1.4626347171410985,-1.3244732547254638,1,0,-0.9894969885644819,-1.0967409966110124,-1.7661667185779
-1.3103261613027513,0.16025795036078408,2,1,-0.7301681113570254,-0.8677014767816859,-0.28350033041556344
-0.6249376600301887,-0.9785352120580937,2,0,-0.4708392341495689,-0.7531817168670226,0.07941173530617995
-1.0057090496260568,-0.661638112786562,2,0,-0.9894969885644819,-0.6386619569523594,-0.6557178337199158
0.13660511916154733,-0.5028366710580663,2,1,-0.4708392341495689,-0.2951026772083696,-0.40602192525324604
1.4312278437874986,0.3186130873837683,0,1,1.603791783510083,1.651733241340906,-0.8666410855923821
-0.3203205483534943,0.19704176143828667,2,1,0.5664762746802571,0.7355751620235998,0.15385523596705047
-1.3864804392219248,-0.4173641303630229,2,0,-0.9894969885644819,-1.325780516440339,0.16936429860473176
-1.158017605464404,0.13315791347496048,2,1,-0.21151035694211243,0.39201588227961004,-0.2261167986561426
-0.7772462158685359,-0.889066687371843,2,1,0.5664762746802571,-0.524142197037696,0.023297104603142504
-0.5487833821110152,-0.7948860153297274,2,1,0.8258051518877135,0.39201588227961004,0.2189932990453121
0.36506795291906813,-0.9967818090880737,2,1,-0.9894969885644819,-0.6386619569523594,-0.45875273822136275
-1.158017605464404,0.05675677539891738,2,1,0.04781852026534406,0.2774961223649468,0.06390267266849867
2.3450791788175818,2.3540759957277975,0,1,1.08513402909517,1.3081739615969161,1.8753611887496795
0.06045084124237372,1.7043020128915853,0,1,0.5664762746802571,0.6210554021089366,2.1095480345786677
-1.3864804392219248,0.1403714430175292,2,1,0.30714739747280057,0.8500949219382632,0.8610684922453196
1.8119992333833665,1.2250994609943326,0,1,0.5664762746802571,1.0791344417675897,-0.3021112055807812
1.8881535113025403,1.1149763697041797,2,1,1.603791783510083,1.7662530012555693,1.4209456534656162
-0.8534004937877095,-0.3342995592419019,2,1,0.5664762746802571,0.04845660253562026,0.5493363332279245
-0.7010919379493623,-0.12911356567780818,2,0,-0.9894969885644819,0.5065356421942734,-1.4172128092300698
-0.8534004937877095,-0.2520134265606265,2,1,-1.508154742979395,0.2774961223649468,-0.773586709766294
-0.4726291041918415,0.6569950875950376,2,1,-0.4708392341495689,0.04845660253562026,2.0304518151264928
0.974302176272457,1.164152920744024,0,1,0.5664762746802571,1.4226937215115796,-0.28194942415179536
0.22799025266455558,-0.09077287772061444,2,1,0.8258051518877135,0.04845660253562026,1.0580335877438727
0.13660511916154733,0.2668002248276475,0,1,0.8258051518877135,0.6210554021089366,-0.6991432091054235
-0.8534004937877095,0.015592950699883682,1,0,0.04781852026534406,-1.0967409966110124,-1.3334638709865902
-0.3203205483534943,-0.1384859644935488,2,1,-1.2488258657719384,0.5065356421942734,-0.3424347684387527
0.13660511916154733,0.027269527297567195,2,0,-1.2488258657719384,-0.1805829172937063,-0.9845099616387603
-0.5487833821110152,0.0676445343775574,2,1,-0.4708392341495689,0.39201588227961004,-1.003120836803978
-0.3203205483534943,2.0915533404384394,0,1,0.8258051518877135,0.04845660253562026,1.535712716984458
-1.4626347171410985,-0.09292136781458839,2,0,-0.9894969885644819,-0.8677014767816859,-0.38275833129672415
0.36506795291906813,0.0740796254802808,2,1,-0.21151035694211243,0.5065356421942734,0.43767108223661905
0.6696850645957626,-0.8635961816200961,2,1,0.04781852026534406,-0.524142197037696,0.49660552025980803
0.2889136749998945,-0.7204361629428973,1,0,-0.9894969885644819,-1.5548200362696656,-0.6309033334996256
0.36506795291906813,0.24090417272878492,2,1,1.08513402909517,0.16297636245028352,0.9789373682916978
0.2889136749998945,2.652568734445541,0,1,0.9295367027706962,0.2774961223649468,1.9746191896308403
-0.0918577145959735,-0.6237748670724736,1,0,-0.7301681113570254,-1.325780516440339,0.2624186744308198
0.6696850645957626,0.40399221546603015,0,1,0.5664762746802571,1.7662530012555693,-0.3641474561315065
0.5173765087574154,0.10376407798639169,2,1,-0.4708392341495689,-0.2951026772083696,-0.7921975849315117
0.44122223083824175,-0.36253092666030123,2,1,1.08513402909517,0.2774961223649468,-0.06792435975179296
0.13660511916154733,0.06760301766076567,2,0,-1.2488258657719384,-0.7531817168670226,-0.12375698524744572
0.974302176272457,1.1857208551173448,2,1,1.603791783510083,0.39201588227961004,0.4516292386105322
-0.7772462158685359,-0.959510176588268,1,0,-1.508154742979395,-0.4096224371230328,-0.9069646484503535
0.36506795291906813,1.1795244851361744,0,1,1.3444629063026265,0.2774961223649468,-1.248164026479343
0.593530786676589,-0.051560338710793754,2,1,-0.7301681113570254,0.6210554021089366,-0.25713492393150517
-0.39647482627266795,-0.09246468392987893,1,1,-0.9894969885644819,-0.7531817168670226,-1.0511989309807899
-0.9295547717068832,-0.5267087832133304,1,0,-1.2488258657719384,-0.8677014767816859,-0.7348140531720906
-0.9295547717068832,0.0032521066335320825,2,1,-0.21151035694211243,-0.4096224371230328,1.7497377813844608
0.2889136749998945,0.656060961467223,2,1,0.5664762746802571,0.39201588227961004,0.2670713932221241
0.8219936204341097,1.45637871106205,0,1,1.3444629063026265,2.224332040914222,-0.9255755236155712
-0.16801199251514712,-0.11278711679944714,2,1,0.30714739747280057,0.04845660253562026,0.2748259245409648
-0.5487833821110152,-1.3090497944373238,2,1,0.5664762746802571,0.04845660253562026,0.023297104603142504
2.5735420125751025,1.9137683799569096,0,1,2.6411072923399086,1.7662530012555693,2.621347101622152
2.4212334567367555,0.02954256754191631,2,1,1.603791783510083,1.0791344417675897,-0.3905128626155648
0.06045084124237372,0.023958569133424226,2,1,0.04781852026534406,0.6210554021089366,0.6842651781757524
-1.0057090496260568,-0.9498056440381932,2,0,-0.7301681113570254,-1.325780516440339,-0.4323873317373043
0.2889136749998945,0.06981378282992695,2,1,0.04781852026534406,0.5065356421942734,0.8703739298279284
0.593530786676589,1.6601635154344214,0,1,1.08513402909517,1.193654201682253,0.9618773993902483
2.4973877346559292,1.8244244054210343,0,1,1.3444629063026265,0.16297636245028352,2.281698629856931
-1.158017605464404,-0.44744299167865564,2,1,-1.2488258657719384,-0.1805829172937063,-1.694825030444566
0.7458393425149362,-0.07360571532722024,2,1,-1.508154742979395,-0.06606315737904302,0.3415148938829946
0.36506795291906813,-0.8026392621905892,2,0,-0.4708392341495689,-0.7531817168670226,-1.0543007435083263
1.2027650100299778,0.21163488739059153,0,1,1.08513402909517,1.1249423457334549,-1.2853857768097783
0.5173765087574154,0.1715608765073418,0,1,0.30714739747280057,0.9646146818529264,0.5927617086134325
-0.39647482627266795,-0.8196195993584205,2,0,-0.7301681113570254,-0.06606315737904302,-0.6572687399836838
0.06045084124237372,2.3565794537503413,0,1,1.08513402909517,0.6210554021089366,2.2646386609554807
0.8981478983532833,-0.7631776228800179,2,0,-0.4708392341495689,-1.325780516440339,-1.3148529958213728
0.593530786676589,0.39637389793474165,0,1,2.1224495379249957,0.8500949219382632,-0.3982673939344054
-0.5487833821110152,-0.7035907551046391,1,0,-1.2488258657719384,-1.2112607565256757,0.07320811025110728
-0.0918577145959735,-0.8952526781738158,2,1,0.5664762746802571,-0.2951026772083696,0.05924995387719409
0.06045084124237372,1.290934594646872,2,1,1.3444629063026265,1.651733241340906,0.5322763643264752
0.593530786676589,-0.8671977568017817,2,1,0.30714739747280057,0.04845660253562026,1.1945133389554685
-0.4726291041918415,-0.2677275038663089,1,1,-0.9894969885644819,-0.8677014767816859,0.06235176640473057
-0.16801199251514712,1.402438116770351,0,1,0.5664762746802571,1.5372134814262428,2.688036070964182
-0.9295547717068832,-1.2618556666242864,2,0,-0.7301681113570254,0.5065356421942734,-0.232320423711215
